bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1456754,1791,AB1056,1,Introduced,2021-02-18,"Infrastructure financing: industrialized housing.","An act to add Article 11 (commencing with 63049.80) to Chapter 2 of Division 1 of Title 6.7 of the Government Code, relating to housing.",459,"Assembly Housing and Community Development",2021-04-29,"In committee: Set, second hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1056/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1056
1456755,1791,AB1057,4,Passed,2021-10-08,Firearms.,"An act to add Section 6216 to the Family Code, and to amend, repeal, and add Section 16520 of the Penal Code, relating to firearms.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 682, Statutes of 2021.",https://legiscan.com/CA/bill/AB1057/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1057
1456756,1791,AB1058,4,Passed,2021-09-23,"Large water corporations: bill payment options.","An act to amend Section 755.5 of the Public Utilities Code, relating to water service.",0,,2021-09-23,"Chaptered by Secretary of State - Chapter 269, Statutes of 2021.",https://legiscan.com/CA/bill/AB1058/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1058
1456757,1791,AB1059,1,Introduced,2021-02-18,"Employment relations: cheerleaders.","An act to amend Section 2754 of the Labor Code, relating to employment.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB1059/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1059
1456758,1791,AB1060,1,Introduced,2021-02-18,"Governor’s Office of Emergency Services: California Alert.","An act to add Section 8585.3 to the Government Code, relating to emergency services.",449,"Assembly Appropriations",2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB1060/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1060
1456759,1791,AB1061,4,Passed,2021-10-07,"Mobilehome Residency Law: water utility charges.","An act to amend Section 798.40 of the Civil Code, relating to mobilehomes.",0,,2021-10-07,"Chaptered by Secretary of State - Chapter 625, Statutes of 2021.",https://legiscan.com/CA/bill/AB1061/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1061
1456760,1791,AB1062,2,Engrossed,2021-05-24,"Conservators and guardians: disposition of property.","An act to amend Section 2465 of, and to add Section 2465.5 to, the Probate Code, relating to guardians and conservators.",482,"Senate Judiciary",2021-06-03,"Referred to Com. on JUD.",https://legiscan.com/CA/bill/AB1062/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1062
1456761,1791,AB1063,1,Introduced,2021-02-18,"State employment: memoranda of understanding: ancillary agreements.","An act to amend Section 3517.63 of the Government Code, relating to state employment.",3914,"Assembly Public Employment and Retirement",2021-03-04,"Referred to Com. on P.E. & R.",https://legiscan.com/CA/bill/AB1063/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1063
1456762,1791,AB1064,4,Passed,2021-10-08,"Pharmacy practice: vaccines: independent initiation and administration.","An act to amend Section 4052.8 of the Business and Professions Code, relating to pharmacy.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 655, Statutes of 2021.",https://legiscan.com/CA/bill/AB1064/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1064
1456763,1791,AB1065,4,Passed,2021-07-09,"Personal income taxes: voluntary contributions: Mental Health Crisis Prevention Voluntary Tax Contribution Fund.","An act to add and repeal Article 14.5 (commencing with Section 18857) of Chapter 3 of Part 10.2 of Division 2 of the Revenue and Taxation Code, relating to taxation, and making an appropriation therefor.",0,,2021-07-09,"Chaptered by Secretary of State - Chapter 61, Statutes of 2021.",https://legiscan.com/CA/bill/AB1065/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1065
1456764,1791,AB1066,4,Passed,2021-10-08,"Priority inland water-contact recreation sites: water quality monitoring.","An act to add Article 2.1 (commencing with Section 115917) to Chapter 5 of Part 10 of Division 104 of the Health and Safety Code, relating to water quality.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 711, Statutes of 2021.",https://legiscan.com/CA/bill/AB1066/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1066
1456765,1791,AB1067,1,Introduced,2021-02-18,"Beverage containers.","An act to amend Sections 14501, 14509.4, 14515.8, 14520.5, 14525.5, 14530.1, 14552, 14571, 14571.9, and 14581 of, to amend, renumber, and add Section 14503.5 of, to add Sections 14555, 14560.1, 14575.2, 14581.5, and 14585.2 to, and to add and repeal Section 14572.1 of, the Public Resources Code, relating to beverage containers, and making an appropriation therefor.",466,"Assembly Natural Resources",2021-04-21,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB1067/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1067
1456766,1791,AB1068,1,Introduced,2021-02-18,"Affordable housing: alternative forms of development: model plan.","An act to add Section 50467 to the Health and Safety Code, relating to housing.",459,"Assembly Housing and Community Development",2021-03-04,"Referred to Com. on H. & C.D.",https://legiscan.com/CA/bill/AB1068/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1068
1456767,1791,AB1069,1,Introduced,2021-02-18,"Zero-emission passenger vehicles: underrepresented communities.","An act to add Section 44258.6 to the Health and Safety Code, relating to zero-emission vehicles.",471,"Assembly Transportation",2021-03-04,"Referred to Com. on TRANS.",https://legiscan.com/CA/bill/AB1069/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1069
1456768,1791,AB1070,5,Vetoed,2021-10-07,"Alcoholic beverage gift restrictions: exceptions: advertising umbrellas.","An act to add and repeal Section 25600.06 of the Business and Professions Code, relating to alcoholic beverages.",0,,2021-10-07,"Vetoed by Governor.",https://legiscan.com/CA/bill/AB1070/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1070
1456769,1791,AB1071,2,Engrossed,2021-06-02,"Office of Emergency Services: tabletop exercises.","An act to add Section 8608.5 to the Government Code, relating to emergency services, and declaring the urgency thereof, to take effect immediately.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1071/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1071
1456770,1791,AB1072,2,Engrossed,2021-06-01,"Small businesses: technical assistance: public contracts.","An act to amend Sections 12100.62, 12100.63, 12100.69, and 14845 of the Government Code, relating to small businesses.",475,"Senate Appropriations",2021-08-16,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1072/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1072
1456771,1791,AB1073,1,Introduced,2021-02-18,"Community colleges: students enrolled in early childhood education or child development courses: fee waivers.","An act to amend Section 76300 of the Education Code, relating to community colleges.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1073/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1073
1456772,1791,AB1074,5,Vetoed,2021-09-28,"Employment: displaced workers.","An act to amend Sections 1060 and 1064 of, and to amend the heading of Chapter 4.5 (commencing with Section 1060) of Part 3 of Division 2 of, the Labor Code, relating to employment.",0,,2021-09-28,"Vetoed by Governor.",https://legiscan.com/CA/bill/AB1074/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1074
1456773,1791,AB1075,1,Introduced,2021-02-18,"Planning and zoning: residential developments.","An act to add Section 65913.16 to the Government Code, relating to housing.",459,"Assembly Housing and Community Development",2021-03-22,"Re-referred to Com. on H. & C.D.",https://legiscan.com/CA/bill/AB1075/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1075
1456774,1791,AB1076,1,Introduced,2021-02-18,"Automated license plate recognition systems: model policy.","An act to add Section 15009 to the Government Code, relating to automated license plate recognition systems.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1076/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1076
1456775,1791,AB1077,1,Introduced,2021-02-18,"Inventions by employees.","An act to amend Section 2872 of the Labor Code, relating to employment.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB1077/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1077
1456776,1791,AB1078,1,Introduced,2021-02-18,"Energy: building standards: photovoltaic requirements.","An act to amend Section 25402.13 of the Public Resources Code, relating to energy.",466,"Assembly Natural Resources",2021-03-04,"Referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB1078/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1078
1456777,1791,AB1079,4,Passed,2021-10-09,"Trusts: revocation.","An act to amend Sections 15800 and 16069 of the Probate Code, relating to trusts.",0,,2021-10-09,"Chaptered by Secretary of State - Chapter 749, Statutes of 2021.",https://legiscan.com/CA/bill/AB1079/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1079
1456778,1791,AB1080,1,Introduced,2021-02-18,"Pupil services: educational counseling.","An act to amend Section 49600 of the Education Code, relating to pupil services.",455,"Assembly Education",2021-03-04,"Referred to Com. on ED.",https://legiscan.com/CA/bill/AB1080/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1080
1456779,1791,AB1081,1,Introduced,2021-02-18,"Education finance: local control funding formula: base grant add-on: pupil mental health.","An act to amend Section 42238.02 of the Education Code, relating to education finance.",455,"Assembly Education",2021-03-04,"Referred to Com. on ED.",https://legiscan.com/CA/bill/AB1081/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1081
1456780,1791,AB1082,4,Passed,2021-10-06,"California Health Benefits Review Program: extension.","An act to amend Sections 127662 and 127665 of, and to repeal Section 127664 of, the Health and Safety Code, relating to the California Health Benefits Review Program.",0,,2021-10-06,"Chaptered by Secretary of State - Chapter 592, Statutes of 2021.",https://legiscan.com/CA/bill/AB1082/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1082
1456781,1791,AB1083,1,Introduced,2021-02-18,"Senior affordable housing: nursing pilot program.","An act to add and repeal Chapter 7 (commencing with Section 50223) of Part 1 of Division 31 of the Health and Safety Code, relating to health services.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1083/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1083
1456782,1791,AB1084,4,Passed,2021-10-09,"Gender neutral retail departments.","An act to add Part 2.57 (commencing with Section 55.7) to Division 1 of the Civil Code, relating to civil rights.",0,,2021-10-09,"Chaptered by Secretary of State - Chapter 750, Statutes of 2021.",https://legiscan.com/CA/bill/AB1084/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1084
1456783,1791,AB1085,2,Engrossed,2021-06-01,"Property tax: revenue allocations: County of Madera.","An act to add Section 96.28 to the Revenue and Taxation Code, relating to taxation.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1085/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1085
1456784,1791,AB1086,2,Engrossed,2021-05-28,"Organic waste: implementation strategy: report.","An act to add and repeal Section 42649.88 of the Public Resources Code, relating to organic waste.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1086/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1086
1456785,1791,AB1087,1,Introduced,2021-02-18,"Environmental Justice Community Resilience Hubs Program.","An act to amend Section 748.5 of, and to add Chapter 8.5 (commencing with Section 2845) to Part 2 of Division 1 of, the Public Utilities Code, relating to electricity.",449,"Assembly Appropriations",2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB1087/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1087
1456786,1791,AB1088,1,Introduced,2021-02-18,"California Procurement Authority.","An act to amend Section 387 of, to add Section 913.13 to, and to add Article 4.5 (commencing with Section 357) to Chapter 2.3 of Part 1 of Division 1 of, the Public Utilities Code, relating to electricity.",3620,"Assembly Utilities and Energy",2021-03-04,"Referred to Coms. on U. & E. and NAT. RES.",https://legiscan.com/CA/bill/AB1088/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1088
1456787,1791,AB1089,1,Introduced,2021-02-18,"Credit services organizations.","An act to amend, repeal, and add Sections 1789.11, 1789.12, 1789.13, 1789.14, 1789.15, 1789.16, 1789.19, 1789.21, and 1789.25 of, and to add Sections 1789.11.1, 1289.11.3, 1789.11.5, 1789.12.1, 1789.12.3, 1789.12.5, 1789.12.7, 1789.12.9, 1789.12.11, 1789.12.13, 1789.12.15, 1789.12.17, 1789.12.19, 1789.12.21, 1789.12.23, 1789.12.25, 1789.12.27, 1789.12.29, 1789.12.31, 1789.12.33, 1789.12.35, 1789.12.37, 1789.12.39, 1789.12.41, 1789.12.43, 1789.12.45, 1789.134, and 1789.135 to, the Civil Code, relating to consumer credit.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1089/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1089
1456788,1791,AB1090,1,Introduced,2021-02-18,"Legislative Task Force on the California Master Plan on Homeownership.","An act to add Chapter 4.5 (commencing with Section 50206) to Part 1 of Division 31 of the Health and Safety Code, relating to housing.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1090/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1090
1456789,1791,AB1091,1,Introduced,2021-02-18,"Santa Clara Valley Transportation Authority: board of directors.","An act to amend, repeal, and add Sections 100060 and 100060.2 of the Public Utilities Code, relating to transportation.",0,,2021-05-27,"Ordered to inactive file at the request of Assembly Member Berman.",https://legiscan.com/CA/bill/AB1091/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1091
1456790,1791,AB1092,1,Introduced,2021-02-18,"Public employees’ retirement: health benefits.","An act to add Sections 7514.8 and 21228 to the Government Code, relating to public employment.",3914,"Assembly Public Employment and Retirement",2021-04-27,"Re-referred to Com. on P.E. & R.",https://legiscan.com/CA/bill/AB1092/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1092
1456791,1791,AB1093,1,Introduced,2021-02-18,"Remote online notaries public.","An act to add the heading of Article 1 (commencing with Section 8200) to, and to add Article 2 (commencing with Section 8231) to, Chapter 3 of Division 1 of Title 2 of the Government Code, relating to notaries public.",463,"Assembly Judiciary",2021-03-22,"Re-referred to Com. on JUD.",https://legiscan.com/CA/bill/AB1093/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1093
1456792,1791,AB1094,4,Passed,2021-09-16,"Sexual orientation and gender identity data collection pilot project.","An act to add and repeal Article 6 (commencing with Section 102935) of Chapter 6 of Part 1 of Division 102 of the Health and Safety Code, relating to health data collection.",0,,2021-09-16,"Chaptered by Secretary of State - Chapter 177, Statutes of 2021.",https://legiscan.com/CA/bill/AB1094/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1094
1456793,1791,AB1095,4,Passed,2021-09-28,"Affordable rental and owner-occupied housing: equity in state and local programs.","An act to amend Sections 75210, 75212, and 75215 of, and to add Section 75218.2 to, the Public Resources Code, relating to housing.",0,,2021-09-28,"Chaptered by Secretary of State - Chapter 355, Statutes of 2021.",https://legiscan.com/CA/bill/AB1095/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1095
1456794,1791,AB1096,4,Passed,2021-09-24,"Alien: change of terms.","An act to amend Sections 2064.3, 2064.4, 7542.2, 7542.11, 7583.23, 7583.32, 7585.8, 7596.3, 7596.7, and 22963 of the Business and Professions Code, to amend Section 671 of the Civil Code, to amend Sections 13000, 32400, 32401, 44275.6, 52382, 52613, 52651, 66270.3, 68062, 68130.5, and 76140 of the Education Code, to amend Sections 241, 242, 1031, 1031.5, 3101, 8880.325, 12621, and 68109 of the Government Code, to amend Sections 1596.601, 1796.22, 1796.32, and 50205 of the Health and Safety Code, to amend Section 12693.76 of the Insurance Code, to amend Sections 350, 2051, and 3351 of the Labor Code, to amend Section 550 of the Military and Veterans Code, to amend Sections 112, 113, 114, 530.55, 3082, 3083, 4017.1, 5025, 5026, 5071, 29505, and 33850 of the Penal Code, to amend Section 6411 of the Probate Code, to amend Section 6101 of the Public Contract Code, to amend Sections 6403, 6801, and 8105 of the Public Resources Code, to amend Sections 1264 and 13009 of the Unemployment Insurance Code, to amend Section 12801.7 of the Vehicle Code, and to amend Sections 219.5, 11008.13, 11008.135, 11008.17, 11104, 11266, 11450, 13300, 14007.2, 14007.5, 14007.65, 14007.7, 14007.71, 14011.2, 14011.3, 16120, 17001.6, 17001.7, 17001.8, and 17001.9 of the Welfare and Institutions Code, relating to immigration.",0,,2021-09-24,"Chaptered by Secretary of State - Chapter 296, Statutes of 2021.",https://legiscan.com/CA/bill/AB1096/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1096
1456795,1791,AB1097,1,Introduced,2021-02-18,"Public institution of higher education: student financial aid: Cal Grants: fraud, abuse, and false advertising.","An act to amend Sections 69432, 69432.7, 69433.5, and 94874.9 of, and to add Section 69432.71 to, the Education Code, relating to postsecondary education.",458,"Assembly Higher Education",2021-03-04,"Referred to Com. on HIGHER ED.",https://legiscan.com/CA/bill/AB1097/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1097
1456796,1791,AB1098,1,Introduced,2021-02-18,"Recovery residences.","An act to add Chapter 14 (commencing with Section 11857) to Part 2 of Division 10.5 of the Health and Safety Code, relating to recovery residences.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1098/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1098
1456797,1791,AB1099,1,Introduced,2021-02-18,"Environmental equity: principles: bond and fund expenditures.","An act to add Division 50 (commencing with Section 90000) to the Public Resources Code, relating to environmental equity.",466,"Assembly Natural Resources",2021-03-26,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB1099/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1099
1456798,1791,AB1100,2,Engrossed,2021-05-28,"Communications service: disasters: reports.","An act to add Section 914.8 to the Public Utilities Code, relating to communications.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1100/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1100
1456799,1791,AB1101,4,Passed,2021-09-23,"Common interest developments: funds: insurance.","An act to amend Sections 5380, 5502, and 5806 of the Civil Code, relating to common interest developments.",0,,2021-09-23,"Chaptered by Secretary of State - Chapter 270, Statutes of 2021.",https://legiscan.com/CA/bill/AB1101/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1101
1456800,1791,AB1102,2,Engrossed,2021-04-08,"Telephone medical advice services.","An act to amend Section 4999.2 of the Business and Professions Code, relating to healing arts.",0,,2021-09-10,"Ordered to inactive file at the request of Senator Hertzberg.",https://legiscan.com/CA/bill/AB1102/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1102
1456801,1791,AB1103,4,Passed,2021-10-07,"Agricultural lands: livestock producers: managerial employees: livestock pass program: disaster access to ranch lands.","An act to add Chapter 4 (commencing with Section 2350) to Division 2 of the Food and Agricultural Code, to add Section 13105.6 to the Health and Safety Code, and to amend Section 409.5 of the Penal Code, relating to agricultural lands.",0,,2021-10-07,"Chaptered by Secretary of State - Chapter 609, Statutes of 2021.",https://legiscan.com/CA/bill/AB1103/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1103
1456802,1791,AB1104,4,Passed,2021-10-04,"Air ambulance services.","An act to amend Section 76000.10 of the Government Code, and to add Section 14124.15 to the Welfare and Institutions Code, relating to air ambulance services, and declaring the urgency thereof, to take effect immediately.",0,,2021-10-04,"Chaptered by Secretary of State - Chapter 476, Statutes of 2021.",https://legiscan.com/CA/bill/AB1104/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1104
1456803,1791,AB1105,2,Engrossed,2021-06-02,"Hospital workers: COVID-19 testing.","An act to amend Section 6403.3 of, and to add and repeal Section 6403.4 of, the Labor Code, relating to workplace safety.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1105/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1105
1456804,1791,AB1106,2,Engrossed,2021-05-28,"Employment Training Panel: pilot program: employment training needs.","An act to add and repeal Section 13997.3 of the Government Code, relating to economic development.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1106/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1106
1456805,1791,AB1107,1,Introduced,2021-02-18,"Emergency ground medical transportation.","An act to add Section 1371.56 to the Health and Safety Code, and to add Section 10126.7 to the Insurance Code, relating to health care coverage.",457,"Assembly Health",2021-03-04,"Referred to Com. on HEALTH.",https://legiscan.com/CA/bill/AB1107/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1107
1456806,1791,AB1108,1,Introduced,2021-02-18,"Sales and use taxes: exemption: lease of solar electric generation systems: Greenhouse Gas Reduction Fund: transfer.","An act to amend Section 6377.1 of the Revenue and Taxation Code, relating to solar electric generation.",469,"Assembly Revenue and Taxation",2021-03-04,"Referred to Com. on REV. & TAX.",https://legiscan.com/CA/bill/AB1108/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1108
1456807,1791,AB1109,1,Introduced,2021-02-18,"Contracts: parties.","An act to amend Section 1559 of the Civil Code, relating to contracts.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB1109/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1109
1456808,1791,AB1110,2,Engrossed,2021-06-02,"Zero-emission vehicles: Clean Vehicles Ombudsperson: Climate Catalyst Revolving Loan Fund Program.","An act to amend Sections 63048.92 and 63048.93 of, to add Chapter 14 (commencing with Section 14990) to Part 5.5 of Division 3 of Title 2 of, and to add and repeal Article 8.5 (commencing with Section 12100.87) of Chapter 1.6 of Part 2 of Division 3 of Title 2 of, the Government Code, relating to climate catalyst projects.",0,,2021-09-09,"Ordered to inactive file at the request of Assembly Member Robert Rivas.",https://legiscan.com/CA/bill/AB1110/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1110
1456809,1791,AB1111,4,Passed,2021-10-06,"Postsecondary education: common course numbering system.","An act to add Section 66725.5 to the Education Code, relating to postsecondary education.",0,,2021-10-06,"Chaptered by Secretary of State - Chapter 568, Statutes of 2021.",https://legiscan.com/CA/bill/AB1111/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1111
1456810,1791,AB1112,2,Engrossed,2021-05-06,"Before and after school programs: cost study and advisory group.","An act to add Section 8203.6 to the Education Code, relating to before and after school programs, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately.",0,,2021-08-26,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1112/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1112
1456811,1791,AB1113,4,Passed,2021-10-06,"Public postsecondary education: exemption from tuition and fees: qualifying survivors of persons providing medical or emergency services deceased during COVID-19 California state of emergency.","An act to amend Sections 68120.7 and 76300 of, and to add Section 68120.3 to, the Education Code, relating to public postsecondary education.",0,,2021-10-06,"Chaptered by Secretary of State - Chapter 569, Statutes of 2021.",https://legiscan.com/CA/bill/AB1113/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1113
1456812,1791,AB1114,1,Introduced,2021-02-18,"Social media platform: unprotected speech.","An act to add Title 15.5 (commencing with Section 3200) to Part 4 of Division 3 of the Civil Code, relating to the internet.",445,"Assembly Arts, Entertainment, Sports, Tourism, and Internet Media",2021-04-20,"Re-referred to Com. on A.,E.,S.,T., & I.M.",https://legiscan.com/CA/bill/AB1114/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1114
1456813,1791,AB1115,1,Introduced,2021-02-18,"Public postsecondary education: community colleges: statewide baccalaureate degree pilot program.","An act to amend Section 78043 of the Education Code, relating to public, postsecondary education.",458,"Assembly Higher Education",2021-03-04,"Referred to Com. on HIGHER ED.",https://legiscan.com/CA/bill/AB1115/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1115
1456814,1791,AB1116,1,Introduced,2021-02-18,"High-Speed Rail Authority: oversight: Legislative Analyst’s Office.","An act to add and repeal Section 185035.5 of the Public Utilities Code, relating to high-speed rail.",471,"Assembly Transportation",2021-03-04,"Referred to Com. on TRANS.",https://legiscan.com/CA/bill/AB1116/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1116
1456815,1791,AB1117,1,Introduced,2021-02-18,"Pupil support services: Healthy Start: Toxic Stress and Trauma Resiliency for Children Program.","An act to add Chapter 4.5 (commencing with Section 8780) to Part 6 of Division 1 of Title 1 of the Education Code, relating to pupils.",455,"Assembly Education",2021-03-04,"Referred to Coms. on ED. and HEALTH.",https://legiscan.com/CA/bill/AB1117/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1117
1456816,1791,AB1118,1,Introduced,2021-02-18,"Postsecondary education: institutional financial aid.","An act to amend Section 66021.1 of, and to add Section 66021.15 to, the Education Code, relating to postsecondary education.",449,"Assembly Appropriations",2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB1118/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1118
1456817,1791,AB1119,1,Introduced,2021-02-18,"Employment discrimination.","An act to amend Sections 12920, 12921, 12926, and 12940 of the Government Code, relating to employment.",449,"Assembly Appropriations",2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB1119/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1119
1456818,1791,AB1120,1,Introduced,2021-02-18,"Clinical laboratories: blood withdrawal.","An act to amend Section 1246 of the Business and Professions Code, relating to clinical laboratories.",451,"Assembly Business and Professions",2021-03-15,"Re-referred to Com. on B. & P.",https://legiscan.com/CA/bill/AB1120/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1120
